electrical_phenomenon.n.01,2
herb.n.02,2
factory.n.01,2
attack.n.01,2
attack.n.05,2
light_unit.n.01,2
expert.n.01,2
timepiece.n.01,2
broadcasting.n.02,2
receiver.n.01,2
record.n.07,2
duct.n.03,2
strongbox.n.01,2
audio_system.n.01,2
black.n.05,2
member.n.01,2
friend.n.01,2
appellation.n.01,2
scholar.n.01,2
lover.n.01,2
grandparent.n.01,2
master's_degree.n.01,2
leaven.n.01,2
oldster.n.01,2
superior.n.02,2
ill_humor.n.01,2
conductor.n.02,2
system_of_weights_and_measures.n.01,2
syllable.n.01,2
pome.n.01,2
edible_nut.n.01,2
consequence.n.02,2
shot.n.02,2
position.n.06,2
bramble.n.01,2
bedroom_furniture.n.01,2
tableland.n.01,2
bedclothes.n.01,2
board.n.01,2
coat_of_paint.n.01,2
storehouse.n.01,2
source_of_illumination.n.01,2
contact_sport.n.01,2
altitude.n.01,2
flue.n.03,2
reply.n.02,2
mechanism.n.03,2
habitat.n.01,2
access.n.03,2
road.n.01,2
merchant.n.01,2
surface.n.03,2
outbuilding.n.01,2
shop.n.01,2
possibility.n.02,2
mold.n.02,2
move.n.01,2
rank.n.02,2
investigation.n.02,2
attention.n.05,2
consideration.n.01,2
difficulty.n.03,2
mound.n.04,2
plate_glass.n.01,2
pole.n.01,2
imperfection.n.01,2
stroke.n.11,2
orthopterous_insect.n.01,2
parasite.n.01,2
dipterous_insect.n.01,2
bait.n.02,2
cocktail.n.01,2
arachnid.n.01,2
mollusk.n.01,2
christian.n.01,2
filter.n.01,2
liquid_unit.n.01,2
antenna.n.01,2
removal.n.01,2
decrease.n.04,2
optical_telescope.n.01,2
reflector.n.01,2
table_linen.n.01,2
flatware.n.01,2
electrode.n.01,2
old_world_monkey.n.01,2
american.n.01,2
investor.n.01,2
mistake.n.01,2
act.n.01,2
waiter.n.01,2
working_dog.n.01,2
unpleasant_woman.n.01,2
fireman.n.04,2
official.n.01,2
pachyderm.n.01,2
proboscidean.n.01,2
insectivore.n.01,2
gymnastic_apparatus.n.01,2
force.n.04,2
man.n.10,2
mass_unit.n.01,2
metric_unit.n.01,2
design.n.04,2
serviceman.n.01,2
pinniped_mammal.n.01,2
failure.n.02,2
soft_drug.n.01,2
cut_of_pork.n.01,2
sandwich.n.01,2
operator.n.02,2
critical_appraisal.n.01,2
food_fish.n.01,2
procession.n.02,2
free-reed_instrument.n.01,2
